gene_symbol,name,entrez_geneid,chr,chr_band,somatic,germline,tumour_types_somatic,tumour_types_germline,cancer_syndrome,tissue_type,molecular_genetics,mutation_types,translocation_partner,other_germline_mut,other_syndrome,synonyms
TCEA1,"transcription elongation factor A (SII), 1",6917,8,8q11.2,yes,,salivary adenoma,,,E,Dom,T,PLAG1,,,"6917,ENSG00000187735,TCEA1"
TCF1,"transcription factor 1, hepatic (HNF1)",6927,12,12q24.2,yes,yes,"hepatic adenoma, hepatocellular","hepatic adenoma, hepatocellular carcinoma",familial hepatic adenoma,E,Rec,"Mis, F",,yes,"Maturity-onset diabetes of the young, TYPE III","MODY3,HNF1,LFB1,P20823,HNF1A,TCF1,ENSG00000135100,TCF1,6927"
TCF12,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",6938,15,15q21,yes,,extraskeletal myxoid chondrosarcoma,,,M,Dom,T,TEC,,,"6938,HEB,HTF4,HsT17266,ENSG00000140262,TCF12"
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,19,19p13.3,yes,,pre B-ALL,,,L,Dom,T,"PBX1, HLF, TFPT",,,"6929,E2A,ITF1,MGC129647,MGC129648,P15923,ENSG00000071564,TCF3"
TCF7L2,transcription factor 7-like 2,6934,10,10q25.3,yes,,colorectal,,,E,Dom,T,VTI1A,,,"6934,ENSG00000148737,TCF-4,TCF4,TCF7L2"
TCL1A,T-cell leukemia/lymphoma 1A,8115,14,14q32.1,yes,,T-CLL,,,L,Dom,T,TRA@,,,"8115,P56279,TCL1,ENSG00000100721,TCL1A"
TCL6,T-cell leukemia/lymphoma 6,27004,14,14q32.1,yes,,T-ALL,,,L,Dom,T,TRA@,,,"TCL6,P56847,ENSG00000187621,27004"
TERT,telomerase reverse transcriptase,7015,5,5p15.33,yes,yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,,"E, O",Dom,Promoter Mis,,yes,"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","TERT,EST2,TP2,TCS1,hEST2,O14746,O14783,Q2XS35,Q8N6C3,Q8NG46,7015,TRT,TERT"
TET2,tet oncogene family member 2,54790,4,4q24,yes,,MDS,,,L,Rec,"Mis N, F",,,,"Q6N021,TET2-202,54790,ENSG00000168769,FLJ20032,KIAA1546,MGC125715"
TFE3,transcription factor binding to IGHM enhancer 3,7030,X,Xp11.22,yes,,"papillary renal, alveolar soft part sarcoma, renal",,,E,Dom,T,"SFPQ, ASPSCR1, PRCC, NONO, CLTC",,,"7030,RCCP2,TFEA,ENSG00000068323,TFE3"
TFEB,transcription factor EB,7942,6,6p21,yes,,renal cell carcinoma (childhood epithelioid),,,"E,M",Dom,T,ALPHA,,,"TFEB,TCFEB,AlphaTFEB,P19484,ENSG00000112561,7942"
TFG,TRK-fused gene,10342,3,3q11-q12,yes,,"papillary thyroid, ALCL, NSCLC",,,"E, L",Dom,T,"NTRK1, ALK",,,"10342,TF6,Q92734,TFG,ENSG00000114354"
TFPT,TCF3 (E2A) fusion partner (in childhood leukaemia),29844,19,19q13,yes,,pre-B ALL,,,L,Dom,T,TCF3,,,"29844,P0C1Z6,ENSG00000105619,TFPT"
TFRC,"transferrin receptor (p90, CD71)",7037,3,3q29,yes,,NHL,,,L,Dom,T,BCL6,,,"7037,P02786,CD71,TFR1,ENSG00000072274,TFRC"
THRAP3,thyroid hormone receptor associated protein 3 (TRAP150),9967,1,1p34.3,yes,,aneurysmal bone cyst,,,M,Dom,T,USP6,,,"9967,MGC133082,Q9Y2W1,MGC133083,TRAP150,FLJ22082,ENSG00000054118,THRAP3"
TIF1,"transcriptional intermediary factor 1  (PTC6,TIF1A)",8805,7,7q32-q34,yes,,APL,,,L,Dom,T,RARA,,,"P04720,hTIF1,TIF1A,Tif1a,TF1A,TIF1ALPHA,RNF82,ENSG00000122779,8805,TRIM24,PTC6,TIF1"
TLX1,"T-cell leukemia, homeobox 1 (HOX11)",3195,10,10q24,yes,,T-ALL,,,L,Dom,T,"TRB@, TRD@",,,"TLX1,P31314,HOX11,TCL3,ENSG00000107807,3195"
TLX3,"T-cell leukemia, homeobox 3 (HOX11L2)",30012,5,5q35.1,yes,,T-ALL,,,L,Dom,T,BCL11B,,,"HOX11L2,O43711,RNX,ENSG00000164438,TLX3,30012"
TMPRSS2,"transmembrane protease, serine 2",7113,21,21q22.3,yes,,prostate,,,E,Dom,T,"ERG, ETV1, ETV4, ETV5",,,"O15393,PRSS10,ENSG00000184012,TMPRSS2,7113"
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3",7128,6,6q23,yes,,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",,,L,Rec,"D, N, F",,,,"7128,TNFA1P2,P21580,A20,MGC104522,MGC138687,MGC138688,OTUD7C,TNFAIP3,ENSG00000118503"
TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",8764,1,1p36.32,yes,,follicular lymphoma,,,L,Rec,"Mis, N, F",,,,"8764,Q92956,HVEA,HVEM,LIGHTR,ATAR,TR2,ENSG00000157873,TNFRSF14"
TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608,16,16p13.1,yes,,intestinal T-cell lymphoma,,,L,Dom,T,IL2,,,"608,BCMA,BCM,Q02223,CD269,ENSG00000048462,TNFRSF17"
TOP1,topoisomerase (DNA) I,7150,20,20q12-q13.1,yes,,AML*,,,L,Dom,T,NUP98,,,"RP3-511B24_2,P11387,TOPI,ENSG00000198900,7150,TOP1"
TP53,tumor protein p53,7157,17,17p13,yes,yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,"Mis, N, F",,,,"LFS1,TRP53,p53,P53,P04637,ENSG00000141510,7157,TP53"
TPM3,tropomyosin 3,7170,1,1q22-q23,yes,,"papillary thyroid, ALCL, NSCLC",,,"E, L",Dom,T,"NTRK1, ALK, ROS1",,,"TPM3,ENSG00000143549,7170"
TPM4,tropomyosin 4,7171,19,19p13.1,yes,,ALCL,,,L,Dom,T,ALK,,,"7171,P67936,ENSG00000167460,TPM4"
TPR,translocated promoter region,7175,1,1q25,yes,,papillary thyroid,,,E,Dom,T,NTRK1,,,"7175,P12270,TPR"
TRA@,T cell receptor alpha locus,6955,14,14q11.2,yes,,T-ALL,,,L,Dom,T,"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6",,,
TRAF7,tumour necrosis factor receptor-associated factor 7,84231,16,16p13.3,yes,,meningioma,,,O,Dom,Mis,,,,"TRAF7,DKFZp586I021,RFWD1,Q6Q0C0,MGC7807,RNF119,84231,ENSG00000131653"
TRB@,T cell receptor beta locus,6957,7,7q35,yes,,T-ALL,,,L,Dom,T,"HOX11, LCK, NOTCH1, TAL2, LYL1",,,
TRD@,T cell receptor delta locus,6964,14,14q11,yes,,T-cell leukaemia,,,L,Dom,T,"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17",,,
TRIM27,tripartite motif-containing 27,5987,6,6p22,yes,,papillary thyroid,,,E,Dom,T,RET,,,"RFP,DASS-46L4_6,TRIM27,RNF76,ENSG00000234495,5987,RFP"
TRIM33,"tripartite motif-containing 33 (PTC7,TIF1G)",51592,1,1p13,yes,,papillary thyroid,,,E,Dom,T,RET,,,"TRIM33,PTC7,TIF1G,RFG7,TIF1GAMMA,TIFGAMMA,FLJ32925,TF1G,Q9UPN9,51592,ENSG00000197323"
TRIP11,thyroid hormone receptor interactor 11,9321,14,14q31-q32,yes,,AML,,,L,Dom,T,PDGFRB,,,"TRIP11,Q15643,CEV14,Trip230,ENSG00000100815,9321"
TRRAP,transformation/transcription domain-associated protein,8295,7,q21.2-q22.1,yes,,melanoma,,,E,Dom,Mis,,,,"8295,TR-AP,Tra1,STAF40,FLJ10671,PAF350/400,PAF400,Q9Y4A5,ENSG00000196367,TRRAP"
TSC1,tuberous sclerosis 1 gene,7248,9,9q34,yes,yes,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,"D, Mis, N, F, S",,,,"KIAA0243,hamartin,LAM,MGC86987,TSC,ENSG00000165699,7248,TSC1"
TSC2,tuberous sclerosis 2 gene,7249,16,16p13.3,yes,yes,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma and head and neck cancer","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,"D, Mis, N, F, S",,,,"7249,FLJ43106,TSC4,tuberin,LAM,ENSG00000103197,TSC2"
TSHR,thyroid stimulating hormone receptor,7253,14,14q31,yes,yes,toxic thyroid adenoma,thyroid adenoma,,E,Dom,Mis,,yes,"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism","7253,hTSHR-I,LGR3,MGC75129,ENSG00000165409,TSHR"
TTL,tubulin tyrosine ligase,150465,2,2q13,yes,,ALL,,,L,Dom,T,ETV6,,,"150465,2410003M22Rik,MGC46235,Q8NG68,ENSG00000114999,TTL"
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,21,21q22.3,yes,,"CLL, MDS",,,L,Dom,Mis,,,,"7307,ENSG00000160201,DKFZp313J1712,FP793,RN,RNU2AF1,U2AF35,U2AFBP,Q01081,U2AF1"
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366,8,8q22,yes,,mantle cell lymphoma,,,L,,"F, N, Mis, S",,,,"51366,EDD,FLJ11310,DD5,MGC57263,O95071,HYD,KIAA0896,EDD1,ENSG00000104517,EDD1"
USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),9098,17,17p13,yes,,aneurysmal bone cyst,,,M,Dom,T,"COL1A1, CDH11, ZNF9, OMD, THRAP3",,,"Tre-2,HRP1,TRE17,ENSG00000129204,9098,USP6,TRE2"
VHL,von Hippel-Lindau syndrome gene,7428,3,3p25,yes,yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,"D, Mis, N, F, S",,,,"P40337,HRCA1,VHL1,RCA1,ENSG00000134086,7428,VHL"
VTI1A,vesicle transport through interaction with t-SNAREs homolog 1A,143187,10,10q25.2,yes,,colorectal,,,E,Dom,T,TCF7L2,,,"Vti1-rp2,VTI1A,143187,ENSG00000151532,MVti1"
WAS,Wiskott-Aldrich syndrome,7454,X,Xp11.23-p11.22,,,,lymphoma,Wiskott-Aldrich syndrome,L,X-linked recessive,"Mis, N, F, S",,,,"WAS,P42768,IMD2,THC,WASP,ENSG00000015285,7454"
WHSC1,Wolf-Hirschhorn syndrome candidate 1(MMSET),7468,4,4p16.3,yes,,MM,,,L,Dom,T,IGH@,,,"WHS,7468,WHSC1_ENST00000382891,FLJ23286,KIAA1090,MGC176638,MMSET,REIIBP,TRX5,O96028,NSD2"
WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3),54904,8,8p12,yes,,AML,,,L,Dom,T,NUP98,,,"54904,ENSG00000147548,WHSC1L1"
WIF1,WNT inhibitory factor 1,11197,12,12q14.3,yes,,pleomorphic salivary gland adenoma,,,E,Dom,T,HMGA2,,,"11197,WIF-1,ENSG00000156076,WIF1"
WRN,Werner syndrome (RECQL2),7486,8,8p12-p11.2,,yes,,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,"Mis, N, F, S",,,,"WRN,RECQL2,RECQ3,Q14191,ENSG00000165392,7486"
WT1,Wilms tumour 1 gene,7490,11,11p13,yes,yes,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,"D, Mis, N, F, S",EWSR1,,,"7490,WAGR,WIT-2,GUD,WT33,ENSG00000184937,WT1"
WWTR1,WW domain containing transcription regulator 1,25937,3,3q23-q24,yes,,epithelioid haemangioendothelioma,,,M,Dom,T,CAMTA1,,,"25937,ENSG00000018408,DKFZP586I1419,TAZ,Q9GZV5,WWTR1"
XPA,"xeroderma pigmentosum, complementation group A",7507,9,9q22.3,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,"Mis, N, F, S",,,,"7507,XPAC,P23025,XP1,ENSG00000136936,XPA"
XPC,"xeroderma pigmentosum, complementation group C",7508,3,3p25,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,"Mis, N, F, S",,,,"7508,XP3,XPCC,ENSG00000154767,XPC"
XPO1,"exportin 1 (CRM1 homolog, yeast)",7514,2,2p15,yes,,CLL,,,L,Dom,Mis,,,,"7514,DKFZp686B1823,CRM1,O14980,ENSG00000082898,XPO1"
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)",7531,17,17p13.3,yes,,endometrial stromal sarcoma,,,M,Dom,T,"NUTM2A, NUTM2B",yes,Miller-Dieker lissencephaly syndrome,"14-3-3E,P62258,KCIP-1,MDCR,MDS,FLJ45465,14-3-3 epsilon,ENSG00000108953,7531,YWHAE"
ZNF145,zinc finger protein 145 (PLZF),7704,11,11q23.1,yes,,APL,,,L,Dom,T,RARA,,,"Q05516,PLZF,ZNF145,ENSG00000109906,ZBTB16,7704"
ZNF198,zinc finger protein 198,7750,13,13q11-q12,yes,,"MPN, NHL",,,L,Dom,T,FGFR1,,,"7750,ZMYM2,Q9UBW7,ZNF198,MYM,FIM,RAMP,ENSG00000121741,ZNF198"
ZNF278,zinc finger protein 278 (ZSG),23598,22,22q12-q14,yes,,Ewing sarcoma,,,M,Dom,T,EWSR1,,,"PATZ1,ENSG00000100105,23598"
ZNF331,zinc finger protein 331,55422,19,19q13.3-q13.4,yes,,follicular thyroid adenoma,,,E,Dom,T,?,,,"55422,Q9NQX6,ZNF463,RITA,ZNF361,ENSG00000130844,ZNF331"
ZNF384,zinc finger protein 384 (CIZ/NMP4),171017,12,12p13,yes,,ALL,,,L,Dom,T,"EWSR1, TAF15",,,"171017,ENSG00000126746,ZNF384"
ZNF521,zinc finger protein 521,25925,18,18q11.2,yes,,ALL,,,L,Dom,T,PAX5,,,"25925,EHZF,Evi3,DKFZp564D0764,MGC142182,MGC142208,ENSG00000198795,ZNF521"
ZNF9,zinc finger protein 9 (a cellular retroviral nucleic acid binding protein),7555,3,3q21,yes,,aneurysmal bone cyst,,,M,Dom,T,USP6,,,"7555,P62633,CNBP,DM2,RNF163,ZNF9,ZNF9,ENSG00000169714"
ZRSR2,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2",8233,X,Xp22.1,yes,,"MDS, CLL",,,L,Rec,"F, S, Mis",,,,"8233,URP,MGC142014,U2AF1-RS2,MGC142040,U2AF1RS2,ENSG00000169249,ZRSR2,U2AF1L2"
